date,geoid,state,cases,cases_avg,cases_avg_per_100k,deaths,deaths_avg,deaths_avg_per_100k
3/13/20,USA-01,Alabama,6,0.86,0.02,0,0,0
3/14/20,USA-01,Alabama,6,1.71,0.03,0,0,0
3/15/20,USA-01,Alabama,11,3.29,0.07,0,0,0
3/16/20,USA-01,Alabama,6,4.14,0.08,0,0,0
3/17/20,USA-01,Alabama,10,5.57,0.11,0,0,0
3/18/20,USA-01,Alabama,12,7.29,0.15,0,0,0
3/19/20,USA-01,Alabama,27,11.14,0.23,0,0,0
3/20/20,USA-01,Alabama,28,14.29,0.29,0,0,0
3/21/20,USA-01,Alabama,25,17,0.35,0,0,0
3/22/20,USA-01,Alabama,26,19.14,0.39,0,0,0
3/23/20,USA-01,Alabama,39,23.86,0.49,0,0,0
3/24/20,USA-01,Alabama,46,29,0.59,0,0,0
3/25/20,USA-01,Alabama,144,47.86,0.98,1,0.14,0
3/26/20,USA-01,Alabama,152,65.71,1.34,2,0.43,0.01
3/27/20,USA-01,Alabama,101,76.14,1.55,1,0.57,0.01
3/28/20,USA-01,Alabama,81,84.14,1.72,0,0.57,0.01
3/29/20,USA-01,Alabama,110,96.14,1.96,1,0.71,0.01
3/30/20,USA-01,Alabama,117,107.29,2.19,6,1.57,0.03
3/31/20,USA-01,Alabama,52,108.14,2.21,3,2,0.04
4/1/20,USA-01,Alabama,109,103.14,2.1,14,3.86,0.08
4/2/20,USA-01,Alabama,162,104.57,2.13,4,4.14,0.08
4/3/20,USA-01,Alabama,265,128,2.61,6,4.86,0.1
4/4/20,USA-01,Alabama,97,130.29,2.66,6,5.71,0.12
4/5/20,USA-01,Alabama,208,144.29,2.94,1,5.71,0.12
4/6/20,USA-01,Alabama,165,151.14,3.08,8,6,0.12
4/7/20,USA-01,Alabama,192,171.14,3.49,11,7.14,0.15
4/8/20,USA-01,Alabama,301,198.57,4.05,3,5.57,0.11
4/9/20,USA-01,Alabama,340,224,4.57,11,6.57,0.13
4/10/20,USA-01,Alabama,170,210.43,4.29,2,6,0.12
4/11/20,USA-01,Alabama,254,232.86,4.75,13,7,0.14
4/12/20,USA-01,Alabama,321,249,5.08,0,6.86,0.14
4/13/20,USA-01,Alabama,222,257.14,5.24,11,7.29,0.15
4/14/20,USA-01,Alabama,148,250.86,5.12,10,7.14,0.15
4/15/20,USA-01,Alabama,288,249,5.08,9,8,0.16
4/16/20,USA-01,Alabama,163,223.71,4.56,14,8.43,0.17
4/17/20,USA-01,Alabama,168,223.43,4.56,14,10.14,0.21
4/18/20,USA-01,Alabama,151,208.71,4.26,-4,9.67,0.2
4/19/20,USA-01,Alabama,180,188.57,3.85,13,11.83,0.24
4/20/20,USA-01,Alabama,175,181.86,3.71,4,10.67,0.22
4/21/20,USA-01,Alabama,249,196.29,4,22,12.67,0.26
4/22/20,USA-01,Alabama,283,195.57,3.99,15,13.67,0.28
4/23/20,USA-01,Alabama,222,204,4.16,-4,13.6,0.28
4/24/20,USA-01,Alabama,194,207.71,4.24,12,13.2,0.27
4/25/20,USA-01,Alabama,187,212.86,4.34,4,11.67,0.24
4/26/20,USA-01,Alabama,208,216.86,4.42,6,10.5,0.21
4/27/20,USA-01,Alabama,118,208.71,4.26,9,11.33,0.23
4/28/20,USA-01,Alabama,211,203.29,4.15,14,10,0.2
4/29/20,USA-01,Alabama,175,187.86,3.83,20,10.83,0.22
4/30/20,USA-01,Alabama,143,176.57,3.6,10,10.71,0.22
5/1/20,USA-01,Alabama,226,181.14,3.69,17,11.43,0.23
5/2/20,USA-01,Alabama,317,199.71,4.07,-1,12.67,0.26
5/3/20,USA-01,Alabama,277,209.57,4.27,2,12,0.24
5/4/20,USA-01,Alabama,224,224.71,4.58,8,11.83,0.24
5/5/20,USA-01,Alabama,325,241,4.92,17,12.33,0.25
5/6/20,USA-01,Alabama,254,252.29,5.15,28,13.67,0.28
5/7/20,USA-01,Alabama,355,282.57,5.76,26,16.33,0.33
5/8/20,USA-01,Alabama,339,298.71,6.09,14,15.83,0.32
5/9/20,USA-01,Alabama,283,293.86,5.99,7,14.57,0.3
5/10/20,USA-01,Alabama,221,285.86,5.83,3,14.71,0.3
5/11/20,USA-01,Alabama,275,293.14,5.98,10,15,0.31
5/12/20,USA-01,Alabama,300,289.57,5.91,32,17.14,0.35
5/13/20,USA-01,Alabama,236,287,5.85,15,15.29,0.31
5/14/20,USA-01,Alabama,401,293.57,5.99,23,14.86,0.3
5/15/20,USA-01,Alabama,272,284,5.79,10,14.29,0.29
5/16/20,USA-01,Alabama,301,286.57,5.84,2,13.57,0.28
5/17/20,USA-01,Alabama,97,268.86,5.48,3,13.57,0.28
5/18/20,USA-01,Alabama,315,274.57,5.6,1,12.29,0.25
5/19/20,USA-01,Alabama,290,273.14,5.57,15,9.86,0.2
5/20/20,USA-01,Alabama,676,336,6.85,18,10.29,0.21
5/21/20,USA-01,Alabama,362,330.43,6.74,7,8,0.16
5/22/20,USA-01,Alabama,256,328.14,6.69,12,8.29,0.17
5/23/20,USA-01,Alabama,479,353.57,7.21,8,9.14,0.19
5/24/20,USA-01,Alabama,329,386.71,7.89,2,9,0.18
5/25/20,USA-01,Alabama,508,414.29,8.45,15,11,0.22
5/26/20,USA-01,Alabama,664,467.71,9.54,14,10.86,0.22
5/27/20,USA-01,Alabama,382,425.71,8.68,3,8.71,0.18
5/28/20,USA-01,Alabama,498,445.14,9.08,8,8.86,0.18
5/29/20,USA-01,Alabama,501,480.14,9.79,19,9.86,0.2
5/30/20,USA-01,Alabama,328,458.57,9.35,8,9.86,0.2
5/31/20,USA-01,Alabama,593,496.29,10.12,12,11.29,0.23
6/1/20,USA-01,Alabama,582,506.86,10.34,16,11.43,0.23
6/2/20,USA-01,Alabama,237,445.86,9.09,7,10.43,0.21
6/3/20,USA-01,Alabama,80,402.71,8.21,0,10,0.2
6/4/20,USA-01,Alabama,221,363.14,7.41,0,8.86,0.18
6/5/20,USA-01,Alabama,315,336.57,6.86,23,9.43,0.19
6/6/20,USA-01,Alabama,656,383.43,7.82,13,10.14,0.21
6/7/20,USA-01,Alabama,457,364,7.42,3,8.86,0.18
6/8/20,USA-01,Alabama,425,341.57,6.97,26,10.29,0.21
6/9/20,USA-01,Alabama,497,378.71,7.72,11,10.86,0.22
6/10/20,USA-01,Alabama,567,448.29,9.14,15,13,0.27
6/11/20,USA-01,Alabama,856,539,10.99,11,14.57,0.3
6/12/20,USA-01,Alabama,865,617.57,12.6,14,13.29,0.27
6/13/20,USA-01,Alabama,891,651.14,13.28,4,12,0.24
6/14/20,USA-01,Alabama,1014,730.71,14.9,0,11.57,0.24
6/15/20,USA-01,Alabama,657,763.86,15.58,1,8,0.16
6/16/20,USA-01,Alabama,640,784.29,16,11,8,0.16
6/17/20,USA-01,Alabama,400,760.43,15.51,5,6.57,0.13
6/18/20,USA-01,Alabama,894,765.86,15.62,20,7.86,0.16
6/19/20,USA-01,Alabama,796,756,15.42,12,7.57,0.15
6/20/20,USA-01,Alabama,547,706.86,14.42,16,9.29,0.19
6/21/20,USA-01,Alabama,472,629.43,12.84,1,9.43,0.19
6/22/20,USA-01,Alabama,433,597.43,12.18,2,9.57,0.2
6/23/20,USA-01,Alabama,643,597.86,12.19,23,11.29,0.23
6/24/20,USA-01,Alabama,967,678.86,13.85,27,14.43,0.29
6/25/20,USA-01,Alabama,1142,714.29,14.57,5,12.29,0.25
6/26/20,USA-01,Alabama,977,740.14,15.1,11,12.14,0.25
6/27/20,USA-01,Alabama,900,790.57,16.12,12,11.57,0.24
6/28/20,USA-01,Alabama,358,774.29,15.79,0,11.43,0.23
6/29/20,USA-01,Alabama,1734,960.14,19.58,10,12.57,0.26
6/30/20,USA-01,Alabama,870,992.57,20.24,21,12.29,0.25
7/1/20,USA-01,Alabama,917,985.43,20.1,22,11.57,0.24
7/2/20,USA-01,Alabama,1149,986.43,20.12,13,12.71,0.26
7/3/20,USA-01,Alabama,1754,1097.43,22.38,21,14.14,0.29
7/4/20,USA-01,Alabama,997,1111.29,22.66,1,12.57,0.26
7/5/20,USA-01,Alabama,1091,1216,24.8,0,12.57,0.26
7/6/20,USA-01,Alabama,925,1100.43,22.44,0,11.14,0.23
7/7/20,USA-01,Alabama,907,1105.71,22.55,26,11.86,0.24
7/8/20,USA-01,Alabama,1177,1142.86,23.31,25,12.29,0.25
7/9/20,USA-01,Alabama,2212,1294.71,26.41,10,11.86,0.24
7/10/20,USA-01,Alabama,1334,1234.71,25.18,36,14,0.29
7/11/20,USA-01,Alabama,1439,1297.86,26.47,10,15.29,0.31
7/12/20,USA-01,Alabama,1640,1376.29,28.07,7,16.29,0.33
7/13/20,USA-01,Alabama,1958,1523.86,31.08,3,16.71,0.34
7/14/20,USA-01,Alabama,1710,1638.57,33.42,40,18.71,0.38
7/15/20,USA-01,Alabama,1812,1729.29,35.27,47,21.86,0.45
7/16/20,USA-01,Alabama,2021,1702,34.71,19,23.14,0.47
7/17/20,USA-01,Alabama,2003,1797.57,36.66,35,23,0.47
7/18/20,USA-01,Alabama,2143,1898.14,38.71,21,24.57,0.5
7/19/20,USA-01,Alabama,1777,1917.71,39.11,1,23.71,0.48
7/20/20,USA-01,Alabama,1880,1906.57,38.88,4,23.86,0.49
7/21/20,USA-01,Alabama,1467,1871.86,38.18,12,19.86,0.4
7/22/20,USA-01,Alabama,1455,1820.86,37.14,61,21.86,0.45
7/23/20,USA-01,Alabama,2399,1874.86,38.24,33,23.86,0.49
7/24/20,USA-01,Alabama,1793,1844.86,37.63,41,24.71,0.5
7/25/20,USA-01,Alabama,2125,1842.29,37.57,18,24.29,0.5
7/26/20,USA-01,Alabama,1164,1754.71,35.79,17,26.57,0.54
7/27/20,USA-01,Alabama,1821,1746.29,35.62,18,28.57,0.58
7/28/20,USA-01,Alabama,1251,1715.43,34.99,0,26.86,0.55
7/29/20,USA-01,Alabama,1416,1709.86,34.87,47,24.86,0.51
7/30/20,USA-01,Alabama,1980,1650,33.65,27,24,0.49
7/31/20,USA-01,Alabama,1961,1674,34.14,15,20.29,0.41
8/1/20,USA-01,Alabama,1626,1602.71,32.69,23,21,0.43
8/2/20,USA-01,Alabama,2095,1735.71,35.4,24,22,0.45
8/3/20,USA-01,Alabama,1217,1649.43,33.64,6,20.29,0.41
8/4/20,USA-01,Alabama,1041,1619.43,33.03,33,25,0.51
8/5/20,USA-01,Alabama,952,1553.14,31.68,29,22.43,0.46
8/6/20,USA-01,Alabama,1938,1547.14,31.55,19,21.29,0.43
8/7/20,USA-01,Alabama,1709,1511.14,30.82,21,22.14,0.45
8/8/20,USA-01,Alabama,1872,1546.29,31.54,20,21.71,0.44
8/9/20,USA-01,Alabama,1161,1412.86,28.82,13,20.14,0.41
8/10/20,USA-01,Alabama,1686,1479.86,30.18,29,23.43,0.48
8/11/20,USA-01,Alabama,831,1449.86,29.57,50,25.86,0.53
8/12/20,USA-01,Alabama,935,1447.43,29.52,35,26.71,0.54
8/13/20,USA-01,Alabama,771,1280.71,26.12,8,25.14,0.51
8/14/20,USA-01,Alabama,752,1144,23.33,3,22.57,0.46
8/15/20,USA-01,Alabama,1271,1058.14,21.58,3,20.14,0.41
8/16/20,USA-01,Alabama,853,1014.14,20.68,2,18.57,0.38
8/17/20,USA-01,Alabama,571,854.86,17.43,27,18.29,0.37
8/18/20,USA-01,Alabama,1357,930,18.97,11,12.71,0.26
8/19/20,USA-01,Alabama,1117,956,19.5,8,8.86,0.18
8/20/20,USA-01,Alabama,971,984.57,20.08,30,12,0.24
8/21/20,USA-01,Alabama,1183,1046.14,21.34,22,14.71,0.3
8/22/20,USA-01,Alabama,900,993.14,20.26,15,16.43,0.34
8/23/20,USA-01,Alabama,528,946.71,19.31,2,16.43,0.34
8/24/20,USA-01,Alabama,1650,1100.86,22.45,11,14.14,0.29
8/25/20,USA-01,Alabama,532,983,20.05,13,14.43,0.29
8/26/20,USA-01,Alabama,2012,1110.86,22.66,8,14.43,0.29
8/27/20,USA-01,Alabama,1769,1224.86,24.98,31,14.57,0.3
8/28/20,USA-01,Alabama,1162,1221.86,24.92,31,15.86,0.32
8/29/20,USA-01,Alabama,1704,1336.71,27.26,45,20.14,0.41
8/30/20,USA-01,Alabama,1346,1453.57,29.65,10,21.29,0.43
8/31/20,USA-01,Alabama,823,1335.43,27.24,20,22.57,0.46
9/1/20,USA-01,Alabama,1558,1482,30.23,18,23.29,0.47
9/2/20,USA-01,Alabama,623,1283.57,26.18,17,24.57,0.5
9/3/20,USA-01,Alabama,1046,1180.29,24.07,16,22.43,0.46
9/4/20,USA-01,Alabama,1108,1172.57,23.91,33,22.71,0.46
9/5/20,USA-01,Alabama,1410,1130.57,23.06,9,17.57,0.36
9/6/20,USA-01,Alabama,511,1011.29,20.63,1,16.29,0.33
9/7/20,USA-01,Alabama,659,987.86,20.15,0,13.43,0.27
9/8/20,USA-01,Alabama,633,855.71,17.45,1,11,0.22
9/9/20,USA-01,Alabama,811,882.57,18,8,9.71,0.2
9/10/20,USA-01,Alabama,1148,897.14,18.3,16,9.71,0.2
9/11/20,USA-01,Alabama,1138,901.43,18.38,32,9.57,0.2
9/12/20,USA-01,Alabama,943,834.71,17.02,17,10.71,0.22
9/13/20,USA-01,Alabama,1109,920.14,18.77,1,10.71,0.22
9/14/20,USA-01,Alabama,704,926.57,18.9,4,11.29,0.23
9/15/20,USA-01,Alabama,701,936.29,19.1,32,15.71,0.32
9/16/20,USA-01,Alabama,927,952.86,19.43,5,15.29,0.31
9/17/20,USA-01,Alabama,670,884.57,18.04,9,14.29,0.29
9/18/20,USA-01,Alabama,1106,880,17.95,27,13.57,0.28
9/19/20,USA-01,Alabama,1301,931.14,18.99,9,12.43,0.25
9/20/20,USA-01,Alabama,798,886.71,18.08,0,12.29,0.25
9/21/20,USA-01,Alabama,818,903,18.42,2,12,0.24
9/22/20,USA-01,Alabama,804,917.71,18.72,18,10,0.2
9/23/20,USA-01,Alabama,569,866.57,17.67,31,13.71,0.28
9/24/20,USA-01,Alabama,1053,921.29,18.79,18,15,0.31
9/25/20,USA-01,Alabama,2452,890.5,18.16,-15,13,0.27
9/26/20,USA-01,Alabama,933,829.17,16.91,10,13.17,0.27
9/27/20,USA-01,Alabama,730,817.83,16.68,1,13.33,0.27
9/28/20,USA-01,Alabama,662,791.83,16.15,-1,15.6,0.32
9/29/20,USA-01,Alabama,571,753,15.36,16,15.2,0.31
9/30/20,USA-01,Alabama,1147,849.33,17.32,23,13.6,0.28
10/1/20,USA-01,Alabama,1043,847.67,17.29,8,11.6,0.24
10/2/20,USA-01,Alabama,954,862.86,17.6,2,10,0.2
10/3/20,USA-01,Alabama,1682,969.86,19.78,8,9.67,0.2
10/4/20,USA-01,Alabama,789,978.29,19.95,0,9.5,0.19
10/5/20,USA-01,Alabama,544,961.43,19.61,1,8.29,0.17
10/6/20,USA-01,Alabama,764,989,20.17,21,9,0.18
10/7/20,USA-01,Alabama,941,959.57,19.57,21,8.71,0.18
10/8/20,USA-01,Alabama,557,890.14,18.15,36,12.71,0.26
10/9/20,USA-01,Alabama,1490,966.71,19.72,16,14.71,0.3
10/10/20,USA-01,Alabama,1061,878,17.91,11,15.14,0.31
10/11/20,USA-01,Alabama,816,881.86,17.99,0,15.14,0.31
10/12/20,USA-01,Alabama,734,909,18.54,1,15.14,0.31
10/13/20,USA-01,Alabama,1117,959.43,19.57,0,12.14,0.25
10/14/20,USA-01,Alabama,784,937,19.11,41,15,0.31
10/15/20,USA-01,Alabama,1185,1026.71,20.94,50,17,0.35
10/16/20,USA-01,Alabama,1212,987,20.13,30,19,0.39
10/17/20,USA-01,Alabama,1288,1019.43,20.79,2,17.71,0.36
10/18/20,USA-01,Alabama,964,1040.57,21.22,0,17.71,0.36
10/19/20,USA-01,Alabama,859,1058.43,21.59,1,17.71,0.36
10/20/20,USA-01,Alabama,1043,1047.86,21.37,16,20,0.41
10/21/20,USA-01,Alabama,1146,1099.57,22.43,23,17.43,0.36
10/22/20,USA-01,Alabama,1390,1128.86,23.02,15,12.43,0.25
10/23/20,USA-01,Alabama,3852,1115,22.74,16,10.43,0.21
10/24/20,USA-01,Alabama,2360,1293.67,26.38,7,11.14,0.23
10/25/20,USA-01,Alabama,1079,1312.83,26.78,0,11.14,0.23
10/26/20,USA-01,Alabama,967,1330.83,27.14,0,11,0.22
10/27/20,USA-01,Alabama,1115,1342.83,27.39,26,12.43,0.25
10/28/20,USA-01,Alabama,1269,1363.33,27.81,19,11.86,0.24
10/29/20,USA-01,Alabama,1443,1372.17,27.99,3,10.14,0.21
10/30/20,USA-01,Alabama,1347,1368.57,27.91,18,10.43,0.21
10/31/20,USA-01,Alabama,1789,1287,26.25,35,14.43,0.29
11/1/20,USA-01,Alabama,1700,1321.67,26.96,6,15.29,0.31
11/2/20,USA-01,Alabama,907,1311.67,26.75,0,15.29,0.31
11/3/20,USA-01,Alabama,1037,1298.67,26.49,14,13.57,0.28
11/4/20,USA-01,Alabama,1848,1395.17,28.45,19,13.57,0.28
11/5/20,USA-01,Alabama,1381,1384.83,28.24,20,16,0.33
11/6/20,USA-01,Alabama,1556,1419.67,28.95,23,16.71,0.34
11/7/20,USA-01,Alabama,1768,1416.17,28.88,33,16.43,0.34
11/8/20,USA-01,Alabama,1205,1386,28.27,2,15.86,0.32
11/9/20,USA-01,Alabama,1170,1423.57,29.03,0,15.86,0.32
11/10/20,USA-01,Alabama,1710,1519.71,30.99,36,19,0.39
11/11/20,USA-01,Alabama,2070,1551.43,31.64,81,27.86,0.57
11/12/20,USA-01,Alabama,2000,1639.86,33.44,12,26.71,0.54
11/13/20,USA-01,Alabama,2980,1843.29,37.59,18,26,0.53
11/14/20,USA-01,Alabama,2226,1908.71,38.93,15,23.43,0.48
11/15/20,USA-01,Alabama,1979,2019.29,41.18,2,23.43,0.48
11/16/20,USA-01,Alabama,1410,2053.57,41.88,1,23.57,0.48
11/17/20,USA-01,Alabama,1616,2040.14,41.61,52,25.86,0.53
11/18/20,USA-01,Alabama,2638,2121.29,43.26,46,20.86,0.43
11/19/20,USA-01,Alabama,2424,2181.86,44.5,72,29.43,0.6
11/20/20,USA-01,Alabama,2463,2108,42.99,32,31.43,0.64
11/21/20,USA-01,Alabama,2335,2123.57,43.31,6,30.14,0.61
11/22/20,USA-01,Alabama,1798,2097.71,42.78,0,29.86,0.61
11/23/20,USA-01,Alabama,1574,2121.14,43.26,2,30,0.61
11/24/20,USA-01,Alabama,2785,2288.14,46.67,13,24.43,0.5
11/25/20,USA-01,Alabama,2453,2261.71,46.13,60,26.43,0.54
11/26/20,USA-01,Alabama,2639,2292.43,46.75,40,21.86,0.45
11/27/20,USA-01,Alabama,917,2071.57,42.25,0,17.29,0.35
11/28/20,USA-01,Alabama,2119,2040.71,41.62,0,16.43,0.34
11/29/20,USA-01,Alabama,2236,2103.29,42.9,5,17.14,0.35
11/30/20,USA-01,Alabama,2295,2206.29,45,1,17,0.35
12/1/20,USA-01,Alabama,3376,2290.71,46.72,60,23.71,0.48
12/2/20,USA-01,Alabama,3928,2501.43,51.02,73,25.57,0.52
12/3/20,USA-01,Alabama,3531,2628.86,53.62,65,29.14,0.59
12/4/20,USA-01,Alabama,3840,3046.43,62.13,55,37,0.75
12/5/20,USA-01,Alabama,3390,3228,65.83,46,43.57,0.89
12/6/20,USA-01,Alabama,2288,3235.43,65.99,12,44.57,0.91
12/7/20,USA-01,Alabama,2352,3243.57,66.15,3,44.86,0.91
12/8/20,USA-01,Alabama,4436,3395,69.24,50,43.43,0.89
12/9/20,USA-01,Alabama,3522,3337,68.06,43,39.14,0.8
12/10/20,USA-01,Alabama,4735,3509,71.57,49,36.86,0.75
12/11/20,USA-01,Alabama,3853,3510.86,71.6,52,36.43,0.74
12/12/20,USA-01,Alabama,4066,3607.43,73.57,16,32.14,0.66
12/13/20,USA-01,Alabama,2790,3679.14,75.04,0,30.43,0.62
12/14/20,USA-01,Alabama,2264,3666.57,74.78,0,30,0.61
12/15/20,USA-01,Alabama,3638,3552.57,72.45,22,26,0.53
12/16/20,USA-01,Alabama,4107,3636.14,74.16,74,30.43,0.62
12/17/20,USA-01,Alabama,4695,3630.43,74.04,56,31.43,0.64
12/18/20,USA-01,Alabama,5348,3844,78.4,42,30,0.61
12/19/20,USA-01,Alabama,4221,3866.14,78.85,93,41,0.84
12/20/20,USA-01,Alabama,2548,3831.57,78.14,0,41,0.84
12/21/20,USA-01,Alabama,2380,3848.14,78.48,0,41,0.84
12/22/20,USA-01,Alabama,4979,4039.71,82.39,63,46.86,0.96
12/23/20,USA-01,Alabama,4758,4132.71,84.29,135,55.57,1.13
12/24/20,USA-01,Alabama,4232,4066.57,82.94,89,60.29,1.23
12/25/20,USA-01,Alabama,3625,3820.43,77.92,4,54.86,1.12
12/26/20,USA-01,Alabama,1032,3364.86,68.63,5,42.29,0.86
12/27/20,USA-01,Alabama,2170,3310.86,67.52,6,43.14,0.88
12/28/20,USA-01,Alabama,2269,3295,67.2,21,46.14,0.94
12/29/20,USA-01,Alabama,3907,3141.86,64.08,25,40.71,0.83
12/30/20,USA-01,Alabama,5016,3178.71,64.83,37,26.71,0.54
12/31/20,USA-01,Alabama,4406,3203.57,65.34,53,21.57,0.44
1/1/21,USA-01,Alabama,4521,3331.57,67.95,45,27.43,0.56
1/2/21,USA-01,Alabama,3711,3714.29,75.75,0,26.71,0.54
1/3/21,USA-01,Alabama,2476,3758,76.64,1,26,0.53
1/4/21,USA-01,Alabama,2161,3742.57,76.33,5,23.71,0.48
1/5/21,USA-01,Alabama,5498,3969.86,80.96,8,21.29,0.43
1/6/21,USA-01,Alabama,4591,3909.14,79.73,108,31.43,0.64
1/7/21,USA-01,Alabama,5046,4000.57,81.59,86,36.14,0.74
1/8/21,USA-01,Alabama,5057,4077.14,83.15,111,45.57,0.93
1/9/21,USA-01,Alabama,4863,4241.71,86.51,108,61,1.24
1/10/21,USA-01,Alabama,2750,4280.86,87.31,35,65.86,1.34
1/11/21,USA-01,Alabama,2100,4272.14,87.13,13,67,1.37
1/12/21,USA-01,Alabama,3848,4036.43,82.32,226,76.83,1.57
1/13/21,USA-01,Alabama,3147,3830.14,78.12,187,90,1.84
1/14/21,USA-01,Alabama,3588,3621.86,73.87,185,106.5,2.17
1/15/21,USA-01,Alabama,2945,3320.14,67.71,85,102.17,2.08
1/16/21,USA-01,Alabama,3153,3075.86,62.73,89,99,2.02
1/17/21,USA-01,Alabama,1917,2956.86,60.3,1,93.33,1.9
1/18/21,USA-01,Alabama,1430,2861.14,58.35,1,91.33,1.86
1/19/21,USA-01,Alabama,2515,2670.71,54.47,5,79,1.61
1/20/21,USA-01,Alabama,3112,2665.71,54.37,157,74.71,1.52
1/21/21,USA-01,Alabama,2881,2564.71,52.31,96,62,1.26
1/22/21,USA-01,Alabama,3551,2651.29,54.07,107,65.14,1.33
1/23/21,USA-01,Alabama,3355,2680.14,54.66,171,76.86,1.57
1/24/21,USA-01,Alabama,1728,2653.14,54.11,3,77.14,1.57
1/25/21,USA-01,Alabama,1839,2711.57,55.3,2,77.29,1.58
1/26/21,USA-01,Alabama,2900,2766.57,56.42,234,110,2.24
1/27/21,USA-01,Alabama,3177,2775.86,56.61,276,127,2.59
1/28/21,USA-01,Alabama,3648,2885.43,58.85,168,137.29,2.8
1/29/21,USA-01,Alabama,2848,2785,56.8,226,154.29,3.15
1/30/21,USA-01,Alabama,0,2305.71,47.02,0,129.86,2.65
1/31/21,USA-01,Alabama,4057,2638.43,53.81,122,146.86,3
2/1/21,USA-01,Alabama,1221,2550.14,52.01,0,146.57,2.99
2/2/21,USA-01,Alabama,2078,2432.71,49.61,206,142.57,2.91
2/3/21,USA-01,Alabama,2118,2281.43,46.53,309,147.29,3
2/4/21,USA-01,Alabama,2767,2155.57,43.96,162,146.43,2.99
2/5/21,USA-01,Alabama,1496,1962.43,40.02,84,126.14,2.57
2/6/21,USA-01,Alabama,1992,2247,45.83,64,135.29,2.76
2/7/21,USA-01,Alabama,1112,1826.29,37.25,2,118.14,2.41
2/8/21,USA-01,Alabama,925,1784,36.38,8,119.29,2.43
2/9/21,USA-01,Alabama,1318,1675.43,34.17,56,97.86,2
2/10/21,USA-01,Alabama,1401,1573,32.08,309,97.86,2
2/11/21,USA-01,Alabama,1503,1392.43,28.4,133,93.71,1.91
2/12/21,USA-01,Alabama,1097,1335.43,27.24,159,104.43,2.13
2/13/21,USA-01,Alabama,1189,1220.71,24.9,62,104.14,2.12
2/14/21,USA-01,Alabama,1075,1215.43,24.79,0,103.86,2.12
2/15/21,USA-01,Alabama,674,1179.57,24.06,2,103,2.1
2/16/21,USA-01,Alabama,883,1117.43,22.79,13,96.86,1.98
2/17/21,USA-01,Alabama,679,1014.29,20.69,89,65.43,1.33
2/18/21,USA-01,Alabama,1198,970.71,19.8,78,57.57,1.17
2/19/21,USA-01,Alabama,847,935,19.07,149,56.14,1.15
2/20/21,USA-01,Alabama,774,875.71,17.86,17,49.71,1.01
2/21/21,USA-01,Alabama,857,844.57,17.22,2,50,1.02
2/22/21,USA-01,Alabama,677,845,17.23,0,49.71,1.01
2/23/21,USA-01,Alabama,1453,926.43,18.89,68,57.57,1.17
2/24/21,USA-01,Alabama,1247,1007.57,20.55,84,56.86,1.16
2/25/21,USA-01,Alabama,890,963.57,19.65,87,58.14,1.19
2/26/21,USA-01,Alabama,739,948.14,19.34,38,42.29,0.86
2/27/21,USA-01,Alabama,834,956.71,19.51,61,48.57,0.99
2/28/21,USA-01,Alabama,569,915.57,18.67,-1,56.33,1.15
3/1/21,USA-01,Alabama,517,892.71,18.21,2,56.67,1.16
3/2/21,USA-01,Alabama,652,778.29,15.87,60,55.33,1.13
3/3/21,USA-01,Alabama,2733,700.17,14.28,38,47.67,0.97
3/4/21,USA-01,Alabama,922,705.5,14.39,65,44,0.9
3/5/21,USA-01,Alabama,811,717.5,14.63,28,42.33,0.86
3/6/21,USA-01,Alabama,524,665.83,13.58,27,36.67,0.75
3/7/21,USA-01,Alabama,408,639,13.03,-1,36.67,0.75
3/8/21,USA-01,Alabama,273,598.33,12.2,0,36.33,0.74
3/9/21,USA-01,Alabama,524,577,11.77,38,32.67,0.67
3/10/21,USA-01,Alabama,782,606.29,12.37,36,32.33,0.66
3/11/21,USA-01,Alabama,865,598.14,12.2,52,30.17,0.62
3/12/21,USA-01,Alabama,448,546.29,11.14,25,29.67,0.61
3/13/21,USA-01,Alabama,594,556.29,11.35,28,29.83,0.61
3/14/21,USA-01,Alabama,368,550.57,11.23,0,25.57,0.52
3/15/21,USA-01,Alabama,4556,596.83,12.17,2,25.86,0.53
3/16/21,USA-01,Alabama,488,590.83,12.05,8,21.57,0.44
3/17/21,USA-01,Alabama,759,587,11.97,26,20.14,0.41
3/18/21,USA-01,Alabama,572,538.17,10.98,28,16.71,0.34
3/19/21,USA-01,Alabama,531,552,11.26,34,18,0.37
3/20/21,USA-01,Alabama,508,537.67,10.97,11,15.57,0.32
3/21/21,USA-01,Alabama,373,538.5,10.98,0,15.57,0.32
3/22/21,USA-01,Alabama,319,507.14,10.34,0,15.29,0.31
3/23/21,USA-01,Alabama,10,438.86,8.95,14,16.14,0.33
3/24/21,USA-01,Alabama,922,462.14,9.43,37,17.71,0.36
3/25/21,USA-01,Alabama,427,441.43,9,17,16.14,0.33
3/26/21,USA-01,Alabama,442,428.71,8.74,19,14,0.29
3/27/21,USA-01,Alabama,492,426.43,8.7,3,12.86,0.26
3/28/21,USA-01,Alabama,319,418.71,8.54,0,12.86,0.26
3/29/21,USA-01,Alabama,228,405.71,8.27,0,12.86,0.26
3/30/21,USA-01,Alabama,361,455.86,9.3,1,11,0.22
3/31/21,USA-01,Alabama,408,382.43,7.8,27,9.57,0.2
4/1/21,USA-01,Alabama,478,389.71,7.95,-1,8.33,0.17
